date,max_cpuIOWaitPercent,max_cpuPercent,max_diskReadsPerSecond,max_diskWritesPerSecond,max_loadAverageOneMinute,max_memoryUsedBytes,max_swapUsedBytes
2017-08-14 11:12:16,1.6543011665344238,45.86673355102539,1801.1602783203125,176.0352020263672,12.130000114440918,179271270400.0,0.0
2017-08-14 11:13:16,1.7088449001312256,45.472312927246094,2165.032958984375,144.1999969482422,9.40999984741211,179214516224.0,0.0
2017-08-14 11:14:16,5.143229007720947,42.71036911010742,4009.601806640625,133.8000030517578,9.390000343322754,179278938112.0,0.0
2017-08-14 11:15:16,9.988962173461914,90.78868103027344,14706.541015625,136.1999969482422,16.34000015258789,179236405248.0,0.0
2017-08-14 11:16:16,4.927318096160889,71.80270385742188,2623.32470703125,179.0358123779297,17.920000076293945,179261341696.0,0.0
2017-08-14 11:17:16,3.060508966445923,97.67430114746094,2849.969970703125,154.39999389648438,15.510000228881836,179260325888.0,0.0
2017-08-14 11:18:16,7.1790242195129395,38.05083465576172,4392.7998046875,180.39999389648438,12.319999694824219,179224526848.0,0.0
2017-08-14 11:19:16,7.839992046356201,39.892845153808594,4362.7998046875,149.6299285888672,9.1899995803833,179275988992.0,0.0
2017-08-14 11:20:16,2.940587043762207,49.003204345703125,2570.31396484375,206.39999389648438,10.920000076293945,179267125248.0,0.0
2017-08-14 11:21:16,14.394015312194824,80.43870544433594,8219.6435546875,203.64073181152344,15.619999885559082,179259277312.0,0.0
2017-08-14 11:22:16,10.857142448425293,87.20207977294922,8960.3916015625,191.23825073242188,17.399999618530273,179328778240.0,0.0
2017-08-14 11:23:16,1.707988977432251,64.27569580078125,2385.800048828125,166.43328857421875,13.850000381469727,179372081152.0,0.0
2017-08-14 11:24:16,7.273547649383545,57.85256576538086,4575.7998046875,161.83236694335938,11.850000381469727,179454918656.0,0.0
2017-08-14 11:25:16,1.6334302425384521,68.37358093261719,1028.0,187.8375701904297,11.170000076293945,179437076480.0,0.0
2017-08-14 11:26:16,2.1888303756713867,64.97772216796875,1977.1954345703125,173.6347198486328,9.020000457763672,179480985600.0,0.0
2017-08-14 11:27:16,5.463385105133057,50.67916488647461,4272.2001953125,229.245849609375,7.940000057220459,179451936768.0,0.0
2017-08-14 11:28:16,11.073775291442871,70.05706024169922,1760.0,248.6497344970703,7.5,179518668800.0,0.0
2017-08-14 11:29:16,5.788813591003418,30.607746124267578,7609.2001953125,153.8000030517578,6.739999771118164,179510755328.0,0.0
2017-08-14 11:30:16,12.855997085571289,65.22676086425781,3035.60009765625,156.8000030517578,8.289999961853027,179503677440.0,0.0
2017-08-14 11:31:16,13.671914100646973,61.16539001464844,9957.19140625,129.22584533691406,12.1899995803833,179502268416.0,0.0
2017-08-14 11:32:16,11.340154647827148,48.2808723449707,11842.16796875,163.03260803222656,14.5600004196167,179602931712.0,0.0
2017-08-14 11:33:16,12.15857219696045,74.19937133789062,9125.400390625,224.60000610351562,12.619999885559082,179642597376.0,0.0
2017-08-14 11:34:16,3.7367260456085205,45.56473922729492,3618.199951171875,155.8000030517578,8.65999984741211,179540328448.0,0.0
2017-08-14 11:35:16,17.822229385375977,63.66187286376953,9726.1455078125,146.8000030517578,14.140000343322754,179577683968.0,0.0
2017-08-14 11:36:16,5.018298625946045,47.548702239990234,5048.60009765625,157.39999389648438,10.850000381469727,179555926016.0,0.0
2017-08-14 11:37:16,16.826223373413086,51.16721725463867,10245.2001953125,179.8000030517578,10.539999961853027,179581517824.0,0.0
2017-08-14 11:38:16,7.900937557220459,69.82228088378906,6867.39990234375,143.22865295410156,8.390000343322754,179566182400.0,0.0
2017-08-14 11:39:16,3.7816178798675537,35.25875473022461,2200.64013671875,119.19999694824219,6.659999847412109,179533053952.0,0.0
2017-08-14 11:40:16,12.63485336303711,87.0068130493164,5771.95458984375,133.2266387939453,9.65999984741211,179592216576.0,0.0
2017-08-14 11:41:16,14.686824798583984,73.96957397460938,13927.9853515625,155.43109130859375,14.1899995803833,179549175808.0,0.0
2017-08-14 11:42:19,13.042386054992676,84.03614807128906,16547.708984375,167.0,13.979999542236328,179550650368.0,0.0
2017-08-14 11:43:19,22.2071533203125,87.89412689208984,17913.599609375,215.39999389648438,20.889999389648438,179589660672.0,0.0
2017-08-14 11:44:19,16.802846908569336,59.037113189697266,9937.7998046875,209.6419219970703,22.8700008392334,179650854912.0,0.0
2017-08-14 11:45:19,5.4364166259765625,70.38093566894531,4534.306640625,165.23304748535156,10.649999618530273,179671482368.0,0.0
2017-08-14 11:46:19,2.138207197189331,50.646488189697266,3814.0,145.62911987304688,8.520000457763672,179750141952.0,0.0
2017-08-14 11:47:19,9.278092384338379,86.89213562011719,8759.751953125,192.8000030517578,9.039999961853027,179726614528.0,0.0
2017-08-14 11:48:19,8.79831600189209,23.627613067626953,4939.98779296875,216.8000030517578,8.479999542236328,179790004224.0,0.0
